date,favorite_count,followers_count,friends_count,full_text,retweet_count,screen_name,tweet_id,user_id,user_mentions
2019-06-03 23:53:09,0,25,50,@SwiggyCares ordered ice creams and an hoir later the delivery boy called and said that his bike broke down. He eventually came after almost an hour and a half but all the ice creams had melted. Getting no response on chat. I need a refund!!! https://t.co/jTOLT8XT0b,0,denintomabraham,1135695949936832512,98583851,['SwiggyCares']
2019-06-03 23:45:51,0,5,13,"RT @bsindia: .@swiggy_in launched 'Swiggy Daily' app for everyday homestyle meals prepared by home chefs, tiffin service providers and orga…",0,WabeMamma,1135694113163161602,1130747578470031360,"['bsindia', 'swiggy_in']"
2019-06-03 23:42:51,0,5,13,RT @bsindia: .@swiggy_in has launched a homestyle meal subscription app 'Swiggy Daily' to give consumers access to a variety of simple home…,0,WabeMamma,1135693359392186373,1130747578470031360,"['bsindia', 'swiggy_in']"
2019-06-03 23:37:54,0,365,305,@pankajchaddah @deepigoyal @zomatocare I came 🏠frm wrk. Ordered on #Zomato.no valet assigned. No proper in app support. No response on Twitter. I'm hungry till @swiggy_in opens @ 7am. Help me gt my refund. I promise I won't place any late night order. #Help #Refund #TrustBroken https://t.co/2aUVIMAacl,0,rimajha,1135692114006749184,54519676,"['pankajchaddah', 'deepigoyal', 'zomatocare']"
2019-06-03 23:30:54,1,351,608,@guptashikha90 @swiggy_in @SwiggyCares @BandBajaateRaho @mouthshut @CCI_India,1,marketmental,1135690351014899712,135354032,"['guptashikha90', 'swiggy_in', 'SwiggyCares', 'BandBajaateRaho', 'MouthShut', 'CCI_India']"
2019-06-03 23:07:00,0,342,1666,"Yo @SwiggyCares what's wrong with service in Hyderabad (Around Kondapur, Madhapur, HiTEC City &amp; Gachibowli)",0,TheNationalist_,1135684337578287105,766957327,['SwiggyCares']
2019-06-03 22:39:18,0,72,127,@swiggy_in @SwiggyCares The order got placed at 3 10 am and since then it has been showing arriving in 19 mins for the past 1 hour. Dont you realise that time is precious for everybody ?? Very disappointed with your partner restaurant Spice of Mumbai service !! https://t.co/Wd3bJwfoZI,0,Akschawla,1135677365953150977,103283927,"['swiggy_in', 'SwiggyCares']"
2019-06-03 22:37:48,0,2,18,"@SwiggyCares @swiggy_in Order no.42366783816
Order no.42667939486
Order no.42322451525
Order no.42325549789
Order no.42295084536",0,lucky5484vai,1135676988406939648,98153937,"['SwiggyCares', 'swiggy_in']"
2019-06-03 22:37:20,0,9,15,@lucky5484vai @swiggy_in @SoftBank @harshamjty @RadheAdidam @dir_ed @Anand_Sultania @SEBI_India @FT @TOIIndiaNews @htTweets @the_hindu @LarryIllg @DelhiTimesTweet,0,Anshul_Seth3,1135676870446334048,585880392,"['lucky5484vai', 'swiggy_in', 'SoftBank', 'harshamjty', 'RadheAdidam', 'dir_ed', 'Anand_Sultania', 'SEBI_India', 'FT', 'TOIIndiaNews']"
2019-06-03 22:17:26,0,19831,2025,"@lucky5484vai @swiggy_in Hey there, we are disheartened to hear this. Kindly initiate a DM with your order details so that we can have that resolved for you. 

 ^Brijesh https://t.co/EhSzF4Z01R",0,SwiggyCares,1135671862640332800,3286336254,"['lucky5484vai', 'swiggy_in']"
2019-06-03 22:10:28,0,1910,727,"RT @saptarshipr: .@SwiggyDaily, the brand new offering from @swiggy_in is now live! I have been working on this right from the scratch. Now…",0,ooomz,1135670111010820096,77113,"['saptarshipr', 'SwiggyDaily', 'swiggy_in']"
2019-06-03 21:38:11,0,6,132,@SwiggyCares Just bcoz of their internal management and their awn rules and policy swiggy is restricting me access my own account where i feeded all my credentials and now they are not allowing me to access my account they are abusing the dominant position .please help me out @CCI_India,0,AkAsHkeshrii,1135661983124951040,2563746531,['SwiggyCares']
2019-06-03 21:35:54,0,6,132,@SwiggyCares I will surely sue on swigy that after taking all my confidential data my account details and my debit card and credit card detail they detained me to getting access of the same @RBI  @consumerforum_  @CCI_India,0,AkAsHkeshrii,1135661409025454080,2563746531,['SwiggyCares']
2019-06-03 21:08:27,0,11,107,@swiggy_in @swiggy_in when they hear Swiggy they think about @HouseMaggi India’s Favourite Maggi House#swiggykaro#swiggyit,0,theiqbalalam,1135654502432878593,4320449004,"['swiggy_in', 'swiggy_in']"
2019-06-03 20:56:07,0,36,260,"@SwiggyCares ok. i found out why you failed to deliver on time.

https://t.co/qirrM0Gz1k

issues like these.. you must inform your customers.. instead you made  me wait for 11/2 - 2 hours.",0,sandeep214368,1135651398127800321,134371500,['SwiggyCares']
2019-06-03 20:37:13,4,351,608,"@swiggy_in @SwiggyCares @BandBajaateRaho @MouthShut 

This is how swiggy cheats and then fucks the brain out of you..... https://t.co/p7iU6rRRX4",2,marketmental,1135646641975771136,135354032,"['swiggy_in', 'SwiggyCares', 'BandBajaateRaho', 'MouthShut']"
2019-06-03 20:37:02,0,4,27,RT @YourStoryCo: #Swiggy's EV revolution lead is creating a win-win situation for all the stakeholders involved but more importantly for it…,0,UrviJacob77,1135646596673097728,996242977038090241,['YourStoryCo']
2019-06-03 20:33:35,0,172,457,@SwiggyCares No. Lets discuss here. I have tried the DM way but you just keep stalling by giving same responses again and again. So give me the solution here in replies,0,hingermayank,1135645726287880198,973964520,['SwiggyCares']
