date,favorite_count,followers_count,friends_count,full_text,retweet_count,screen_name,tweet_id,user_id,user_mentions
2019-06-02 23:49:25,0,107,215,"RT @DhooDala: I craved for an Ice Creame this scorching afternoon 

Ordered 2 scoops from @swiggy_in

One for me one for the delivery boy…",0,saydinesh,1135332621309714432,349537398,"['DhooDala', 'swiggy_in']"
2019-06-02 23:44:32,0,38,432,@SwiggyCares hi team.. is there any way  possible to include a group conversation chat in swiggy among our friends list.. so that we share our feedback for best dishes offered in swiggy and urge them to try it,0,kazam43,1135331392533884928,905507084,['SwiggyCares']
2019-06-02 23:41:15,0,199,866,"@SwiggyCares Please Start the service for Morning breakfast in Aligarh, Uttar Pradesh. There so many Famous Shops for Kachauri, Samaosa, Etc.",0,gaurav_sinngh,1135330566360797184,180725124,['SwiggyCares']
2019-06-02 23:08:40,0,22,3,"RT @swiggy_in: When hunger takes over, time is of the essence. Order from top restaurants on Swiggy and go from zero to full, in a flash!",0,Sahilwa808,1135322366643396608,1069594091644575744,['swiggy_in']
2019-06-02 22:55:54,0,187,1264,"Again I am telling you, if there would be no compensations na, I'll myself stop using @swiggy_in and make atleast 10 people stop using your so called app :) I have paid total of RS.554 and it's 4.25am I am tweeting with empty stomach.",0,AskHarshit,1135319154351677440,3403797255,['swiggy_in']
2019-06-02 22:52:59,0,187,1264,"Coming to prob: From a shitty restaurant ""BS Gulati's Punjabi swad"" I ordered a pineapple raita &amp; received a boondi raita and obviously there prices are different and have you ever heard the restaurant used chilly in Malai Kofta? 👇Please see this bill :) @swiggy_in @SwiggyCares https://t.co/lWvsHPQ8xn",0,AskHarshit,1135318422370127872,3403797255,[]
2019-06-02 22:51:08,0,64,145,RT @abhithei: @SwiggyCares your estimated delivery time is 50 minutes but it has been more than 85 minutes but my order has not delivered a…,0,harry0496,1135317954210328577,2736892270,"['abhithei', 'SwiggyCares']"
2019-06-02 22:43:54,0,187,1264,@SwiggyCares No compensations will be provided and then he discontinued the chat. This is the way to handle chat @SwiggyCares ?  Why should I bear the expense of food which I have received is totally different from what I have ordered!,0,AskHarshit,1135316135899885569,3403797255,['SwiggyCares']
2019-06-02 22:42:44,0,6,213,"@KTRTRS @swiggy_in @SwiggyCares 
Yenti sir valaki mariii 5 rupees aa emi vasthunay sir I hope ktr sir u only can respond and solve this .thank you sir",0,imaakashvarma,1135315840599900160,942734696613527552,"['KTRTRS', 'swiggy_in', 'SwiggyCares']"
2019-06-02 22:41:09,0,187,1264,"@SwiggyCares What do you do with you so called ""Valuable Feedback"" hn ? If some guests are at my home, you guys can make me feel ashamed of using @swiggy_in  (we are seven people sitting here) and we are still having Twitter conversation with you. Great na ?",0,AskHarshit,1135315443177074688,3403797255,['SwiggyCares']
2019-06-02 22:40:28,0,6,213,"@KTRTRS @swiggy_in @SwiggyCares 
Delivery boys ratri anaga pagalu anaga chala kastapaduthunaru sir they too need respect Dani kosam movie thestheyne telusthundi ante kastam sir
Mana Kalla mundu kanipinchesvi solve chesthey we are more happy.",0,imaakashvarma,1135315273290936321,942734696613527552,"['KTRTRS', 'swiggy_in', 'SwiggyCares']"
2019-06-02 22:38:23,0,187,1264,"@SwiggyCares And yes, your so called customer service executive saying that they can only take feedback and nothing more than that!! What kind of service is that? They are also saying that you can Google for the restaurant details. Waah!! Kya idea h na?",0,AskHarshit,1135314748755439617,3403797255,['SwiggyCares']
2019-06-02 22:37:18,0,6,213,"Hello @KTRTRS sir,
I usually don't use Twitter but I know only leader who can respond to the public issues very quickly.I have seen the swiggy @SwiggyCares delivery boys problems soo heart touching sir...
Valavi kuda jeevithale sir plss sir vala issue ki solution mere chudali sir",0,imaakashvarma,1135314474406039552,942734696613527552,['KTRTRS']
2019-06-02 22:35:46,0,187,1264,"@SwiggyCares No, talk to replies only. I don't want to message a single text to your account. Order #42587278591",0,AskHarshit,1135314089972908034,3403797255,['SwiggyCares']
2019-06-02 22:33:38,0,187,1264,"@swiggy_in Your T&amp;C says that u can't share the restaurant contact number? When u can't help with the food delivered then to whom I should cont. for my suffering or worthless wait? Feeling cheated to be your cust., don't know what analytics u play with by collecting feedback!(2)",0,AskHarshit,1135313550014943232,3403797255,['swiggy_in']
2019-06-02 22:28:10,1,187,1264,You think customer is a donkey or what are you think of yourselves if you are an establish brand in market? @swiggy_in you guys take no accountability of food delivered!! Your executive Mr. Palash Das has no worth skills to be at Customer service desk. (1) #Fraud #Shame #Boycott,0,AskHarshit,1135312174623019008,3403797255,[]
2019-06-02 22:15:35,0,38,955,@WeAreRanchi @swiggy_in @SwiggyCares सबसे घटिया सर्विसेस Swiggy का swiggy को बंद कर देना चाहिए बैन लगा देना चाहिए,0,sureshww9,1135309007634124801,843104913995501569,"['WeAreRanchi', 'swiggy_in', 'SwiggyCares']"
2019-06-02 21:49:37,0,33,666,@SwiggyCares You're not doing any favor to me man. You guys need to improve your services otherwise you will sink like Foodpanda,0,zahirkhan676,1135302475139899392,2463863345,['SwiggyCares']
2019-06-02 21:42:13,0,33,666,"@SwiggyCares There is no Rotis with the order,  what about that???",0,zahirkhan676,1135300611237269504,2463863345,['SwiggyCares']
2019-06-02 21:40:49,0,33,666,"@SwiggyCares Are you crazy, do you want me to eat just Dal and gravy for 107 bucks",0,zahirkhan676,1135300261788831744,2463863345,['SwiggyCares']
2019-06-02 21:37:01,0,33,666,@SwiggyCares Just sort my issue here y u guys are inboxing me,0,zahirkhan676,1135299302350249984,2463863345,['SwiggyCares']
2019-06-02 21:30:46,0,14,74,@IammaityD @SwiggyCares is there any such app for Delhi ?,0,PinkIcecream5,1135297728861298688,906949877883559936,"['IammaityD', 'SwiggyCares']"
2019-06-02 21:18:47,0,4,1,"Enjoy Summer Carnival 2019 at Hungama World Waterpark, Patna with Duo @eventomindia and  @swiggy_in every Sunday till 30 June with lots of fun and games and chance to win gift hampers.

#swiggy #patna #eventomindia… https://t.co/uF2TDekkI6",0,eventomindia,1135294716529061888,1103713858735095808,"['eventomindia', 'swiggy_in']"
