date,favorite_count,followers_count,friends_count,full_text,retweet_count,screen_name,tweet_id,user_id,user_mentions
2019-06-01 23:45:54,0,13,4,I would like to bring to your notice that swiggy food delivery guys drive their vehicle too rash and dont care what damage or loss others would suffer. I myself had encountered 3 to 4 such incidences and was lucky to be safe. Revert awaited.@swiggy_in,1,BanerjiSaurav,1134969349570060288,941559391735525376,[]
2019-06-01 22:50:15,0,41,558,You guys sucks @SwiggyCares https://t.co/NwqNfhwvuN,0,DeshBhakhtMridu,1134955343941779461,1099569313554579461,['SwiggyCares']
2019-06-01 22:48:12,0,365,305,"@SwiggyCares I don't find my card
I had my card on the account. https://t.co/dWxa9YfvEs",0,rimajha,1134954831737643008,54519676,['SwiggyCares']
2019-06-01 22:39:17,0,605,211,@SwiggyCares Just replied again with the correct order id#,0,shrek2be,1134952587315167232,354449763,['SwiggyCares']
2019-06-01 22:34:06,0,605,211,@SwiggyCares I have just sent you a DM,0,shrek2be,1134951279459889152,354449763,['SwiggyCares']
2019-06-01 22:26:14,0,605,211,"@SwiggyCares cont'd... When I speak via chat to customer support, I am shocked at the lack of ownership by Swiggy by citing Dominos is just their partner.",0,shrek2be,1134949301774217216,354449763,['SwiggyCares']
2019-06-01 22:25:37,0,605,211,@SwiggyCares I placed an order for Dominos via the app. Order # 4297053209. I was called by the Dominos executive informing that they are cancelling the order because they don't deliver to my area. Now Swiggy shows that the order has been delivered but that is not true.,0,shrek2be,1134949146274672640,354449763,['SwiggyCares']
2019-06-01 22:04:10,0,4,100,@SwiggyCares Thank you for your support and good service. Finally I got to know why swiggy is A #BILLION $DOLAR #COMPANY 😅👍,0,Younglordsunny,1134943748230602752,1100252099449741312,['SwiggyCares']
2019-06-01 22:00:26,0,4,100,RT @SwiggyCares: @Younglordsunny Hi Sunny! We are sorry for the unpleasant experience. Please DM the registered details and we will help so…,0,Younglordsunny,1134942808928768000,1100252099449741312,"['SwiggyCares', 'Younglordsunny']"
2019-06-01 21:56:29,0,2969,11,1/5 #Review on @swiggy_in by chaitanyajayanthi : Worst-Service - https://t.co/LoV4IPRw2Q,0,MouthShut_com,1134941814702522368,65849975,['swiggy_in']
2019-06-01 21:55:41,0,8,9,@swiggy_in My past experience is forcing me to not to believe @SwiggyCares .@swiggy_in this will  again going to take 2-3 months without any resolution.,0,anantskitchen,1134941612105244672,1077948075044417536,"['swiggy_in', 'SwiggyCares', 'swiggy_in']"
2019-06-01 21:54:04,2,41,558,I was told I would see a coupon of 100 on my account and I don't see that @SwiggyCares,0,DeshBhakhtMridu,1134941208608821248,1099569313554579461,['SwiggyCares']
2019-06-01 21:48:04,0,75,81,"@SwiggyCares I have an issue with an order. Order no. 42493782043
I require some assistance as the customer support executive was not very helpful",0,GeoTony436,1134939697241661440,348463821,['SwiggyCares']
2019-06-01 21:47:10,0,29,45,RT @shiviiithakur: I ordered a cake today it was totally messed up i called swiggy but they didnt evn respnded It was my friend birthday bu…,0,Ogirala2,1134939468253634560,4430575907,['shiviiithakur']
2019-06-01 21:47:06,0,29,45,"RT @newproblem: @shiviiithakur @SwiggyCares @swiggy_in This is really gross and beyond tolerance.
#shameonyou @SwiggyCares",0,Ogirala2,1134939454072795136,4430575907,"['newproblem', 'shiviiithakur', 'SwiggyCares', 'swiggy_in', 'SwiggyCares']"
2019-06-01 21:45:18,0,9,69,Love the ease of @getsimpl. pls integrate with @Uber_India and @amazonIN  and @swiggy_in #KeepItSimpl,0,bharadwaj1996,1134938998734958592,354351387,"['getsimpl', 'Uber_India', 'amazonIN', 'swiggy_in']"
2019-06-01 21:45:04,0,4,100,@swiggy_in What to do in this situation? Should someone need to cancel there order or swiggy excutive can help? https://t.co/Quo4duTXAy,0,Younglordsunny,1134938940010422272,1100252099449741312,['swiggy_in']
2019-06-01 21:41:32,0,0,16,"@swiggy_in wrong order plus the condition it i got in. and the order was incomplete and the person on call tells me I'll take a complaint.
swiggy doing fraud like a pro! #swiggy @MumbaiPolice @consumerforum_ https://t.co/WFY7CbBs8o",0,rads70775725,1134938054328643584,1077067475466870785,['swiggy_in']
2019-06-01 21:33:42,0,8,9,"@swiggy  No dm , if you really wish to resolve the issue talk in open forum . No dm   please. @SwiggyCares @swiggy_in https://t.co/cCcFXT8VHf",0,anantskitchen,1134936081206599680,1077948075044417536,"['swiggy', 'SwiggyCares']"
2019-06-01 21:33:20,0,41,558,I have not received my food and your delivery executive has switched off his phone ??? @SwiggyCares,0,DeshBhakhtMridu,1134935990286442496,1099569313554579461,['SwiggyCares']
2019-06-01 21:33:20,0,261,1353,@SwiggyCares Okay,0,mohindharandk,1134935988189507586,156232647,['SwiggyCares']
2019-06-01 21:30:10,0,261,1353,"@SwiggyCares @swiggy_in hey guys, I ordered  food in @CafeCoffeeDay and i just received one, others were missing. Could you help me? I’m amazed in a way that “ why i mostly get food missing or stale “",0,mohindharandk,1134935192034918400,156232647,"['SwiggyCares', 'swiggy_in', 'CafeCoffeeDay']"
