date,favorite_count,followers_count,friends_count,full_text,retweet_count,screen_name,tweet_id,user_id,user_mentions
2019-06-02 23:17:38,0,282,1088,RT @ShubhamB25: worst experience from zomato even i am not able to cancely order from last 1 hour they didn't assign a delivery boy serious…,0,Mishra_HaiHum,1135324623552204800,242735340,['ShubhamB25']
2019-06-02 23:08:42,0,2,84,"@zomatocare 1224624325 here is my order id
If you call me call me on 7074045549",0,HarshitKhaitan2,1135322377154248704,1005783191888654336,['zomatocare']
2019-06-02 23:07:13,0,401,227,RT @anupkofficial: So @ZomatoIN @Zomato just wanted to understand why there are two delivery charges in the bill. One hidden in taxes(RS 20…,0,directorshot,1135322002133143552,91448365,"['anupkofficial', 'ZomatoIN', 'Zomato']"
2019-06-02 22:58:43,0,2,84,"@zomatocare @Zomato can't believe this,you people are selling cold drink that has the mrp of Rs.30 at exact its double price,I just ordered 4 bottles at a price of Rs.60each believing it to be the high priced version that we get at Dominos but this is the normal one with mrp 30.",0,HarshitKhaitan2,1135319863784722432,1005783191888654336,"['zomatocare', 'Zomato']"
2019-06-02 22:40:45,0,85,350,@zomatocare What happened mate did you get lost or cat caught your tongue??,0,Nadim_da_Sinner,1135315340986970114,485079478,['zomatocare']
2019-06-02 22:18:42,0,8,52,"He called me from 9711423272, now one of your employees have my personal number @ZomatoIN @ZomatoIN @deepigoyal this is a violation of privacy policy.  Also he agreed on a recorded call that chat agents denied service to me. He did the same by denying a manager call I requested. https://t.co/bQ4QTZw27k",1,RayRoyale,1135309794531631104,2298203863,"['ZomatoIN', 'ZomatoIN', 'deepigoyal']"
2019-06-02 22:15:52,0,8,52,"@zomatocare @ZomatoIN just got off a call with zomato social media agent named Bobby,  he was genuine but didn't really know how to talk to me. He called me from a cell phone which he claimed that is an official cell phone number given to social media agents from zomato, https://t.co/bQ4QTZw27k",0,RayRoyale,1135309078530412545,2298203863,"['zomatocare', 'ZomatoIN']"
2019-06-02 22:15:20,0,5,183,"@ZomatoIN @zomatocare After your response for my tweet I gave my immediate reply as requested by you, the order numbers are
1612403484
1230349847
1612571870.. But Zomato waiting for your reply",0,imsafiqajimal,1135308947483549696,2301782678,"['ZomatoIN', 'zomatocare']"
2019-06-02 22:03:24,0,85,350,@zomatocare I was going to order something else but now I don’t feel like ordering from @ZomatoIN at all.,0,Nadim_da_Sinner,1135305942671560706,485079478,"['zomatocare', 'ZomatoIN']"
2019-06-02 22:03:08,0,8,88,@zomatocare There you go : 1373754295,0,rizz_wayne,1135305874786795520,916196304241360897,['zomatocare']
2019-06-02 21:57:09,0,9,11,@zomatocare @MumbaiMirror @timesofindia Its been more than 10 days but I still havent received any response..  Nor are u guys responding to the emails..,0,ranjitachar,1135304368515833856,3179973390,"['zomatocare', 'MumbaiMirror', 'timesofindia']"
2019-06-02 21:53:30,0,85,350,@zomatocare 1217347131,0,Nadim_da_Sinner,1135303452127424512,485079478,['zomatocare']
2019-06-02 21:49:53,0,8,88,"@ZomatoIN @Zomato I think you need to shut down your services in India! Neither your app nor your customer service is helpful. Both are misleading. I ordered from a restaurant which was accepting orders on your app, only to find out 20 minutes later that it's actually closed!! https://t.co/tuqCukBFiQ",0,rizz_wayne,1135302543750324224,916196304241360897,"['ZomatoIN', 'Zomato']"
2019-06-02 21:47:13,0,85,350,@zomatocare @ZomatoIN From when are you charging 100% of order amount for cancelling an order within 2 minutes of placing the damn order???,0,Nadim_da_Sinner,1135301868983185408,485079478,"['zomatocare', 'ZomatoIN']"
2019-06-02 21:45:03,0,1013,653,I reviewed Seegreen Cafe and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/cH2MFuHBX9,0,Bhavs_Happygo,1135301323492958208,62058771,['ZomatoIN']
2019-06-02 21:33:52,0,2,159,"@zomato @ZomatoIN @zomatocare @consumerforum_ 
My queries is regarding zomato  orderID:1039519297, 
And I'm still waiting for my money back
#baddeliveryever
#badcustomercareeverzomato
#fraudzomato",0,plzzdua4all,1135298508934660099,806926172479070208,"['Zomato', 'ZomatoIN', 'zomatocare', 'consumerforum_']"
2019-06-02 21:27:41,0,947,517,"@zomatocare @ZomatoIN Order - 1167128748
But you still haven’t responded as to why your staff claims I will get zomato credits in 24hrs? When it’s clearly not the case. Refunding to card/bank can take time but wallet, fuckin no.",0,ashfame,1135296955666427905,10030732,"['zomatocare', 'ZomatoIN']"
2019-06-02 21:14:40,0,1,17,@zomatocare https://t.co/g6K8bSZjsT,0,Utkarsh_Rider,1135293680355430401,1092615283607588865,['zomatocare']
2019-06-02 21:10:58,0,75,326,I reviewed The Burger Club and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/tJMhPS6ixd,0,I_mVIPS,1135292747424776192,441098610,['ZomatoIN']
2019-06-02 21:10:50,0,53,367,@zomatocare @Samir_Pillai @Zomato Although this could've been taken in a religious manner. Play safe @zomatocare  @DurexIndia  help them,0,exhibit_sh,1135292715594215424,320222011,"['zomatocare', 'Samir_Pillai', 'Zomato', 'zomatocare', 'DurexIndia']"
2019-06-02 21:10:24,0,5,84,"@zomatocare Please call on 9711774175 .I have emails to share with you all ,which shows how your AM give run a around to us before i put it on social media which will be embarrassing for you .Restaurant ID -18144483 we are the Merchant .",0,ajjoseph88,1135292604273135616,114353000,['zomatocare']
2019-06-02 21:09:27,0,13,109,@zomatocare Order id: 1625293466,0,imKOberoi,1135292366259015680,975396117956497409,['zomatocare']
2019-06-02 21:04:07,0,21,46,@tweettokarishma @ZomatoIN you still getting pocket money?😪,0,toofanitarun,1135291024295677952,981845757752938501,"['tweettokarishma', 'ZomatoIN']"
2019-06-02 21:02:52,0,13,109,@MoHFW_INDIA @MOFPI_GOI  @Zomato @ZomatoIN  @zomatocare that's how customers are being fooled by Zomato ! https://t.co/uciaqFAG3J,0,imKOberoi,1135290711530565632,975396117956497409,"['MoHFW_INDIA', 'MOFPI_GOI', 'Zomato', 'ZomatoIN', 'zomatocare']"
2019-06-02 21:02:47,0,0,9,there is no replacement no call guys @zomatocare of order 1671653205 https://t.co/JLgC74IaR1,0,moneyraaj175,1135290688990535688,915678213799534592,['zomatocare']
2019-06-02 20:59:06,0,13,109,"@ZomatoIN @zomatocare @consumerforum_  Zomato again delivered food that has been already eaten by someone ! 

The order should have had 8 portions rather I got 6 full and 1 half eaten piece in my meal box ! 

The following chat proves how Zomato if fooling it's customers. https://t.co/DYoWLgIX1s",0,imKOberoi,1135289760656703488,975396117956497409,"['ZomatoIN', 'zomatocare', 'consumerforum_']"
2019-06-02 20:57:18,0,1,29,"@ZomatoIN @Zomato gyus I have order the food via zomato and I have mistakenly give 1star rating to the rider Mr. Vinod . I want to give 5 stars to the rider for his patience, delivery and as  a person too. Is there any way so that I can change my ratings?",0,Sharma93511,1135289308259246080,923923545931034624,"['ZomatoIN', 'Zomato']"
2019-06-02 20:55:03,0,28,78,@tweettokarishma @ZomatoIN How did u placed thiz order and what is the name?,0,RoopeshRaghav,1135288743370211328,132568178,"['tweettokarishma', 'ZomatoIN']"
2019-06-02 20:52:21,0,132,1294,@S1diB @zomatocare @deepigoyal @FCI_India dear sir/ Madam Zomato is one service which providing the options to customers to buy food but in list of restaurants in Zomato app food quality and quantity so bad and there are cheated with customers,0,divakarkumar424,1135288062911533056,3728708894,"['S1diB', 'zomatocare', 'deepigoyal', 'FCI_India']"
2019-06-02 20:51:34,0,0,9,@zomatocare there is no replacement call for order 1671653205 after the bad experience,0,moneyraaj175,1135287867683627008,915678213799534592,['zomatocare']
2019-06-02 20:48:20,0,2,10,@zomatocare Should i dm you ?,0,adygharat5555,1135287050226130944,4655544741,['zomatocare']
2019-06-02 20:47:06,0,111,292,@ZomatoIN your systems are down. Zomato code isnt  working for any eligible restaurant. https://t.co/6L0tbB14SH,0,SubhradeepB,1135286739952529409,499978649,['ZomatoIN']
2019-06-02 20:46:33,0,5,183,"@zomatocare 1612403484
1230349847
1612571870",0,imsafiqajimal,1135286604312924160,2301782678,['zomatocare']
2019-06-02 20:44:59,0,193,710,@zomatocare Done .,0,S1diB,1135286207158505473,86487454,['zomatocare']
2019-06-02 20:43:21,0,0,9,@zomatocare images of order id 1671653205 https://t.co/OoFwt8co4J,0,moneyraaj175,1135285798373404678,915678213799534592,['zomatocare']
2019-06-02 20:41:12,0,0,9,@ZomatoIN images of order id 1671653205 https://t.co/THU4c5iLYi,0,moneyraaj175,1135285256020463617,915678213799534592,['ZomatoIN']
2019-06-02 20:32:00,0,45,119,@zomatocare If Zomato can’t provide a solution what’s use of customer care,0,utkarsh_awasthi,1135282941829865472,421959008,['zomatocare']
2019-06-02 20:31:35,0,45,119,@zomatocare Again same thing and your chat executive are not ready to work just asking were they helpful,0,utkarsh_awasthi,1135282835571453952,421959008,['zomatocare']
