date,favorite_count,followers_count,friends_count,full_text,retweet_count,retweeted,screen_name,tweet_id,user_id,user_mentions
2018-09-19 23:41:14,0,1357,1121,"RT @socialpanga: Another clean bowled? @ZomatoIN 
#tripletalaq #tripletalaqverdict #tripletalaqover https://t.co/t8qAnch7GL",0,False,HimanshuArora_,1042559271748087808,99543511,"['socialpanga', 'ZomatoIN']"
2018-09-19 23:17:21,0,42,60,"RT @ZomatoIN: Woah, that was fast! #INDvPAK #IndiavsPakistan https://t.co/T1L97E8mGc",0,False,ric0man,1042553260865974272,364806218,['ZomatoIN']
2018-09-19 22:59:32,0,42,60,"RT @ZomatoIN: Expecting this when India bats today? We are! 😍🇮🇳

#INDvsPAK #AsiaCup2018 https://t.co/iqujOkNtBd",0,False,ric0man,1042548774642561026,364806218,['ZomatoIN']
2018-09-19 22:19:06,0,252,70,"RT @ZomatoIN: Woah, that was fast! #INDvPAK #IndiavsPakistan https://t.co/T1L97E8mGc",0,False,GhadiRohan,1042538601303744512,87465970,['ZomatoIN']
2018-09-19 21:51:25,0,206,104,You guys really fucked up @ZomatoGold @Zomato @ZomatoIN changing policies after people have already paid.,0,False,franksequeira23,1042531634216624128,130236040,"['ZomatoGold', 'Zomato', 'ZomatoIN']"
2018-09-19 21:50:20,0,81,74,@zomatocare Know*,0,False,DineshGoyalHere,1042531360567689216,349448890,['zomatocare']
2018-09-19 21:47:16,0,81,74,"@zomatocare How do you know the concern with my order Mr. D? But first, how do you my order?",0,False,DineshGoyalHere,1042530589730066433,349448890,['zomatocare']
2018-09-19 21:45:33,0,289,1098,@zomatocare @ZomatoIN I sent this pic to food provider and they are refusing to give anything back..,0,False,SrikrishnaSingh,1042530157683068929,494589716,"['zomatocare', 'ZomatoIN']"
2018-09-19 21:44:18,0,289,1098,@zomatocare @ZomatoIN 1060240688,0,False,SrikrishnaSingh,1042529841738706944,494589716,"['zomatocare', 'ZomatoIN']"
2018-09-19 21:43:40,0,1,55,@zomatocare Is this your policy of cheating customers by giving melted ice cream which is not in state of eating.,0,False,sidgarg9876,1042529683651403777,2910615841,['zomatocare']
2018-09-19 21:43:33,0,12168,42,"@SrikrishnaSingh @ZomatoIN Hey Srikrishna, apologies for the mess over here. Please share the order ID with us. We shall get this checked and will sort this out for you! ~ Mr.D",0,False,zomatocare,1042529654161256449,988362975617601536,"['SrikrishnaSingh', 'ZomatoIN']"
2018-09-19 21:39:45,2,289,1098,What a gud service provided by @ZomatoIN . Bone in Paneer tika Masala and they are refusing to give my money back... https://t.co/B4KbGKF50x,0,False,SrikrishnaSingh,1042528698530902016,494589716,['ZomatoIN']
2018-09-19 21:39:12,0,1,55,@zomatocare most fraud and cheater company I had ever found.ordered id-1220627870.ordered ice cream received in completely melted condition but still your disgusted agents are providing excuses and not refunding my money.refund the money immediately without and delay,0,False,sidgarg9876,1042528560538378242,2910615841,['zomatocare']
2018-09-19 21:38:52,0,81,74,@zomatocare What has happened to your customer service standard which I use to be proud of? @deepigoyal Is success getting to the heads of my fvt. app employees?,0,False,DineshGoyalHere,1042528475465306113,349448890,"['zomatocare', 'deepigoyal']"
2018-09-19 21:17:28,0,196,133,@ZomatoIN @deepigoyal you changed your policies for the Gold membership midway. Real cool. #ZomatoGold,0,False,YashThisSide,1042523090780151808,278445541,"['ZomatoIN', 'deepigoyal']"
2018-09-19 21:11:51,0,54,64,@ZomatoIN @Zomato @zomatocare is gold worth taking?,0,False,singhania_rohit,1042521676938981380,295062528,"['ZomatoIN', 'Zomato', 'zomatocare']"
2018-09-19 20:55:11,0,28,29,@ZomatoIN You really are 'hunger ki bajao anytime' wala team. Thanks for this late time delivery. https://t.co/11fnHsx25W,0,False,pushkar22raj,1042517483964571648,500847085,['ZomatoIN']
2018-09-19 20:55:09,0,0,32,@zomatocare still nobody is replying on chats and nobody is helping me?,0,False,im_RKumar769,1042517473512218624,911995956819841024,['zomatocare']
2018-09-19 20:44:44,0,57,280,"RT @ZomatoIN: Woah, that was fast! #INDvPAK #IndiavsPakistan https://t.co/T1L97E8mGc",0,False,bhavikms316,1042514854223994880,280887376,['ZomatoIN']
2018-09-19 20:43:56,0,0,32,"@zomatocare Restaurant is also not responding to calls since a very very long time.
Im got really stucked in to this",0,False,im_RKumar769,1042514652586901504,911995956819841024,['zomatocare']
2018-09-19 20:42:13,0,0,32,"@zomatocare Please do not call me and reply over chat only please. Because its night and i cant talk on call.
But please get this issue resolved and back to me on chat im wating since hours on chat being online for a reply.

Please reply fast",0,False,im_RKumar769,1042514219919261696,911995956819841024,['zomatocare']
2018-09-19 20:39:35,0,31,91,"And that delivered fast @zomatoin .
.
#genius #creative #idea
#Mbastuff #mba
.
.
.
#marketingagency #inboundmarketing#marketingdeconteudo #marketingiklan #marketingdigital#marketingteam #marketingderede #marketingonline#marketingtips #internetmarketing #… https://t.co/7bFG7PRfVB https://t.co/zqOrYDUbUv",0,False,mba_stuff,1042513555294220288,1032186925396844544,['ZomatoIN']
2018-09-19 20:18:43,0,288,397,@AshaRangappa_ @fbcgop They couldn’t even edit out the @Zomato @ZomatoIN logo!,0,False,CrosswordNinja,1042508304520564739,391852168,"['AshaRangappa_', 'fbcgop', 'Zomato', 'ZomatoIN']"
2018-09-19 20:17:27,0,2076,478,"RT @chelsea_ruler: @ZomatoIN Hey I REALLY don't think this is appropriate behaviour from your employees. It's also really scary, and I know…",0,False,angie_tribeccaa,1042507984675299328,70617758,"['chelsea_ruler', 'ZomatoIN']"
