date,favorite_count,followers_count,friends_count,full_text,retweet_count,screen_name,tweet_id,user_id,user_mentions
2019-06-01 23:42:21,0,91,339,"@srikkanthdTOI Totally agree, they look on their phones with one hand and ride in traffic which jeopardise fellow road users as well. You guys should mandate a phone holder on the  bikes. And because to get the food hot/cold to the customers, they ride in hurry always. 
@UberEats_IND 
@ZomatoIN",0,_NMN,1134968457861009408,68654447,['srikkanthdTOI']
2019-06-01 23:04:44,0,100,257,"@zomatocare @Zomato @ZomatoIN So you want me to rate an order that was never delivered, food that’s still being prepared &amp; a service that was taken for granted? What more @ZomatoIN @zomatocare? 😂 #Zomato https://t.co/rlT7CXW5js",0,Creatospark,1134958991883161601,187506178,"['zomatocare', 'Zomato', 'ZomatoIN']"
2019-06-01 23:02:58,0,1,7,@zomatocare No worries i got a call from your end and got it sorted but please be care full as this is the second time that this has happened and this is a serious issue for me and i am a religious person.,0,Urjit19,1134958545168846848,977517533715628034,['zomatocare']
2019-06-01 22:50:36,0,63,1252,"@zomatocare @mostly_lucid While you check and get this sorted, that poor guy will go hungry. How will you check in the first place? Do you have a magic wand? Don't fool around! Send replacement and 50% of credits. You repeatedly do this. You won't change. Have a food quality expert at the registered Hotel",0,The_Arken_Stone,1134955431812407296,4767235428,"['zomatocare', 'mostly_lucid']"
2019-06-01 22:43:28,0,4,33,@zomatocare I've texted your customer care again and they're straight away denying for refund of the order,0,AnkushMahindru1,1134953640181915648,627291848,['zomatocare']
2019-06-01 22:43:01,0,4,33,@zomatocare Order ID : 1498425794,0,AnkushMahindru1,1134953526465929221,627291848,['zomatocare']
2019-06-01 22:33:27,0,0,100,@zomatocare Please give my money back not as credit because I paid it please you guys deserve nothing.,0,singh_prabjoot,1134951119115890688,963678719327002624,['zomatocare']
2019-06-01 22:31:48,0,0,100,@zomatocare Like your company doesn't give a sh*t about customers always duping money.,0,singh_prabjoot,1134950701166022657,963678719327002624,['zomatocare']
2019-06-01 22:30:27,0,0,100,@zomatocare Is this some kind of a joke to you guys. Like seriously,0,singh_prabjoot,1134950362417262593,963678719327002624,['zomatocare']
2019-06-01 22:28:35,0,133,233,@zomatocare 1673093482,0,SanketKedia,1134949892902641665,1139072766,['zomatocare']
2019-06-01 22:24:04,0,99,151,@zomatocare please let me know if you are playing lives of your customers?,0,karansaluja16,1134948755038384128,586814478,['zomatocare']
2019-06-01 22:18:48,0,0,25,@zomatocare 1054303039,0,vishwa31543317,1134947429965426688,1100523362009391104,['zomatocare']
2019-06-01 22:17:15,0,133,233,"@Zomato @ZomatoIN @zomatocare is this how you treat customers? No Paneer in Paneer Manchurian. And you compensate by paying half the amount in your wallet. Seriously, why would I use your wallet again? More importantly, what happened to hunger? Is that what I paid 450 bucks for?",0,SanketKedia,1134947039064649730,1139072766,"['Zomato', 'ZomatoIN', 'zomatocare']"
2019-06-01 22:14:39,0,95,105,Thanks for delivering food at this time @ZomatoIN 🙏🏼,0,SharathsaiH,1134946387131543553,887006099794149376,['ZomatoIN']
2019-06-01 22:05:33,0,7,0,@firangibake @faasos @ZomatoIN @swiggyindia @foodpandaIndia @firangibake nice advertising...wanna have a look at how these lasagna’s actually look? See the picture of the order I received yesterday! No sauce just uncooked olives and peppers! Like ordering a pizza and receiving a loaf of bread ! https://t.co/RkvwrNoqWx,0,mostly_lucid,1134944097800638464,3065452802,"['firangibake', 'faasos', 'ZomatoIN', 'swiggyindia', 'foodpandaIndia', 'firangibake']"
