date,favorite_count,followers_count,friends_count,full_text,retweet_count,retweeted,screen_name,tweet_id,user_id,user_mentions
2019-01-31 23:01:09,0,18,108,@SwiggyCares Stop sending chat bot messages. Ask someone real person to chat.,0,False,DalsaniyaDilip,1091109158840135680,2384180964,['SwiggyCares']
2019-01-31 22:43:03,1,78,469,Order Id: 1458607347.. Food was not hot at all..Got my phone dead &amp; after charging my phone.. Just now raised a issue on you chat support..And they are saying we can't do anything on this..Is this a right time to say good bye to @ZomatoIN and start using @swiggy_in @UberEats,1,False,mohitggoel,1091104602441768960,137939558,[]
2019-01-31 22:21:58,0,18,108,Hi @swiggy_in and @RamadaWorldwide these two big brands unable to deliver my order. They accepted order and after 45 min they said @RamadaWorldwide has problem in kitchen. Disgusting and third class service. @swiggy_in told me they will refund money after 5-7 business days.,0,False,DalsaniyaDilip,1091099295904948226,2384180964,"['swiggy_in', 'RamadaWorldwide']"
2019-01-31 21:17:24,0,246,1462,"@swiggy_in @SwiggyCares
Disgusting service from swiggy

Ordered from a restaurant with specific instructions not to add coconut oil and the Gravey was nothing but coconut oil,
Look at the chicken rice served, You might need a scope to find chicken in this,
@anujrathi @harshamjty",0,False,BeIndianForever,1091083049272369152,773041873011085312,"['swiggy_in', 'SwiggyCares']"
2019-01-31 20:54:28,0,1,84,"@swiggy_in @ZomatoIN @UberEats_IND @foodpandaIndia @SwiggyCares
OrderID-31303778103
THIS IS WHAT @swiggy_in  Delivers!
This sandwich is not even in condition to eat anyhow, ingredients spilled around...Customer Service is not helping me, Disconnected my Call!😡😡#swiggy #Zomato https://t.co/VZEftli71m",0,False,fec0f29beea644c,1091077274110050305,2894690689,"['swiggy_in', 'ZomatoIN', 'UberEats_IND', 'foodpandaIndia', 'SwiggyCares', 'swiggy_in']"
2019-01-31 20:36:48,0,104,117,"Dear @swiggy_in please dont harrass customer to the level where it goes unbearable.
Due humble request Kindly revert back my hard earned money.

Atleast @Zomato is good at that..
They know how to take care of someones time and money https://t.co/CD2mEeAi1a",1,False,dineshkoul,1091072830383550466,26950907,['swiggy_in']
2019-01-31 20:31:08,0,207,185,"@foodpandaIndia Obviously because of your incompetency now there are no more good restaurants left to order from. Thanks to @foodpandaIndia , I'm going to bed with an empty stomach tonight. @swiggy_in @ZomatoIN can you guys help me atleast?",0,False,kapil_kpj,1091071402998931456,143583548,['foodpandaIndia']
2019-01-31 20:17:04,0,71,396,"RT @HandOfTheQueeen: Swiggy is cheat @swiggy_in 

129 rupaye ki subscription ke baad delivery charges ko pckaging charges mein shift kr diy…",0,False,Hiteshggmu29,1091067864734408705,815889300617248772,"['HandOfTheQueeen', 'swiggy_in']"
2019-01-31 20:16:56,0,286,663,@zomatocare @swiggy_in @foodpandaIndia @zomatocare - Thanks a ton. Waiting in Anticipation.,0,False,ask_prashant619,1091067829238009857,758241673,"['zomatocare', 'swiggy_in', 'foodpandaIndia', 'zomatocare']"
2019-01-31 20:13:09,0,12150,42,@ask_prashant619 @swiggy_in @foodpandaIndia Hi Prashant! That's unexpected! Getting this checked for you right away. ~Ary,0,False,zomatocare,1091066876527079431,988362975617601536,"['ask_prashant619', 'swiggy_in', 'foodpandaIndia']"
2019-01-31 20:06:47,0,286,663,"@zomatocare @ZomatoIN Order - 1443602933, 1191278705, 1522796270
3 back to back orders cancelled @zomatocare shame on you!!!! @swiggy_in  @foodpandaIndia",0,False,ask_prashant619,1091065276425216002,758241673,"['zomatocare', 'ZomatoIN', 'zomatocare']"
2019-01-31 20:02:46,0,319,294,"@TajinderBagga You should thank Nehru for creating a viable environment for @swiggy_in. 

Before starting to eat, #ThankNehru and be grateful.

#CongAttacksHindus",0,False,N_D_T_V,1091064264616366080,60076036,"['TajinderBagga', 'swiggy_in']"
2019-01-31 19:50:59,1,216,11,"@SwiggyCares Thanks you anyway, I understood it’s important for me to go out and take some walk, and maybe dine outside as well. Thanks a ton for inspiring me 🙌",0,False,MottledTan,1091061297909661696,758011952,['SwiggyCares']
2019-01-31 19:49:46,0,24,5,"RT @dr_ashokshyam: @SwiggyCares Send stale smelly food and then give 50 rs refund. what logic is that?
if you list bad restaurants take res…",0,False,dr_ashokshyam,1091060994695143425,861440200832040961,"['dr_ashokshyam', 'SwiggyCares']"
2019-01-31 19:47:14,0,216,11,@SwiggyCares And you know what @swiggy_in delivery exec says to me “Sir you should understand that how can you get aloo paratha at this time” The best response I see here 🙏🏻,0,False,MottledTan,1091060356611371008,758011952,"['SwiggyCares', 'swiggy_in']"
2019-01-31 19:43:27,1,711,737,"@TajinderBagga @swiggy_in  बग्गा जी का आर्डर जल्दी डिलीवरी करो..
फिर सुबह जल्दी उठना भी है और हमे अच्छे अच्छे ट्वीट भी डिलीवरी करना..!!
☺☺☺",0,False,AmitChachu,1091059405326409730,2512262070,"['TajinderBagga', 'swiggy_in']"
2019-01-31 19:43:16,0,216,11,"@SwiggyCares I’d love to believe that, but I can still see the item available when in reality it isn’t. Pls tell me how do I believe you now?",0,False,MottledTan,1091059358362812417,758011952,['SwiggyCares']
2019-01-31 19:37:05,0,216,11,@SwiggyCares Could you please respond?,0,False,MottledTan,1091057802477334528,758011952,['SwiggyCares']
2019-01-31 19:36:41,0,0,45,@SwiggyCares totally disappointed with swiggy . This is not expected with you guyz. Worst quality of food send by restaurant and no assurance given from customer care. Believed in you but you disappointed me,0,False,manishgoyal2201,1091057701768101889,2903783256,['SwiggyCares']
2019-01-31 19:35:41,0,24,5,RT @SwiggyCares: @dr_ashokshyam Really sorry for the disappointing experience. This is certainly not how we wish to function. We request yo…,0,False,dr_ashokshyam,1091057447622635522,861440200832040961,"['SwiggyCares', 'dr_ashokshyam']"
2019-01-31 19:35:28,0,24,5,RT @OrthoTVonline: @swiggy_in @SwiggyCares https://t.co/5Tc3qOLyM5,0,False,dr_ashokshyam,1091057396447936512,861440200832040961,"['OrthoTVonline', 'swiggy_in', 'SwiggyCares']"
2019-01-31 19:32:24,1,114,287,"@TajinderBagga Fir taan @TajinderBagga paaji aaj toh @swiggy_in saadi parjai 😜 
Blle blle blle 😝 
#justathought",0,False,SagarJoshi0077,1091056623852736512,971083918114832384,"['TajinderBagga', 'TajinderBagga', 'swiggy_in']"
2019-01-31 19:30:38,0,63,502,@swiggy_in @SwiggyCares You guys r simply Pathetic!! What I ordered was totally different to what I received!You spoilt my Family Dinner. Never from you again! Hopeless customer service (bots)!! #swiggy #Foodies #foodblogger #foodblog #zomato #foodpanda #UberEATS #UberEatsIndia,0,False,that_gunjan,1091056180120743936,381942087,"['swiggy_in', 'SwiggyCares']"
2019-01-31 19:25:41,0,860,796,@DevRisha @Chaudharysaab02 @swiggy_in Ur always welcome 🙂,0,False,SnehaPkd,1091054934693433345,2221432069,"['Chaudharysaab02', 'swiggy_in']"
2019-01-31 19:25:27,0,834,607,"@DevRisha @Chaudharysaab02 @swiggy_in ,😘😘😘😘😘😘😘",0,False,belier_aditi,1091054873897041921,1055135620509532160,"['Chaudharysaab02', 'swiggy_in']"
2019-01-31 19:22:35,0,71,130,"@SwiggyCares Oh and by the way, the delivery partner did reach but didn’t bring all of the order. Do you see it?",0,False,rambling000,1091054153734836225,1671876354,['SwiggyCares']
2019-01-31 19:22:16,0,216,11,@SwiggyCares One more time. Just spoke to your exec 5 min ago and the incorrect info is being showcased every time. Then you’ll call me again and tell me that the restaurant has declined the order. Why so much traas? https://t.co/vzfru38RqB,0,False,MottledTan,1091054073300697088,758011952,['SwiggyCares']
2019-01-31 19:21:51,1,860,796,@DevRisha @Chaudharysaab02 @swiggy_in Congratulations Risha,0,False,SnehaPkd,1091053969571491845,2221432069,"['Chaudharysaab02', 'swiggy_in']"
2019-01-31 19:21:25,0,107,7,"@SwiggyCares Send stale smelly food and then give 50 rs refund. what logic is that?
if you list bad restaurants take responsibility for it

order ID #32031516252 https://t.co/Eux0lc2Hft",0,False,OrthoTVonline,1091053858300801025,957368785211572224,['SwiggyCares']
2019-01-31 19:21:06,0,888,276,"@SwiggyCares Send stale smelly food and then give 50 rs refund. what logic is that?
if you list bad restaurants take responsibility for it

order ID #32031516252 https://t.co/EqNmlUjZnX",0,False,JOCRonline,1091053778088980480,423162504,['SwiggyCares']
2019-01-31 19:21:04,0,71,130,@SwiggyCares Well! Good luck with that!,0,False,rambling000,1091053771365347328,1671876354,['SwiggyCares']
2019-01-31 19:20:51,1,834,607,@DevRisha @Chaudharysaab02 @swiggy_in Congo risha😘😘😘😘😘,0,False,belier_aditi,1091053717523255301,1055135620509532160,"['Chaudharysaab02', 'swiggy_in']"
2019-01-31 19:20:21,0,2,60,@SwiggyCares on my friends birthday I believed on swiggy but it totally disappointed me swiggy sends me rubber like chapatis and customer care also disappointed with no replacement option #poorservice,0,False,imsomi95,1091053592222433280,1075614948707819520,['SwiggyCares']
2019-01-31 19:16:53,0,24,5,"RT @dr_ashokshyam: @SwiggyCares Send stale smelly food and then give 50 rs refund. what logic is that?
if you list bad restaurants take res…",0,False,dr_ashokshyam,1091052719652175872,861440200832040961,"['dr_ashokshyam', 'SwiggyCares']"
2019-01-31 19:16:40,0,24,5,RT @JOCRonline: #swiggy  @swiggy_in @SwiggyCares https://t.co/5W49BVzNfe,0,False,dr_ashokshyam,1091052665122029569,861440200832040961,"['JOCRonline', 'swiggy_in', 'SwiggyCares']"
2019-01-31 19:15:26,0,107,7,@swiggy_in @SwiggyCares https://t.co/5Tc3qOLyM5,1,False,OrthoTVonline,1091052352956743681,957368785211572224,"['swiggy_in', 'SwiggyCares']"
2019-01-31 19:13:53,0,888,276,RT @JOCRonline: #swiggy  @swiggy_in @SwiggyCares https://t.co/5W49BVzNfe,0,False,JOCRonline,1091051963326885888,423162504,"['JOCRonline', 'swiggy_in', 'SwiggyCares']"
2019-01-31 19:13:42,1,888,276,#swiggy  @swiggy_in @SwiggyCares https://t.co/5W49BVzNfe,2,False,JOCRonline,1091051916409425920,423162504,"['swiggy_in', 'SwiggyCares']"
2019-01-31 19:10:55,0,24,5,"@SwiggyCares Send stale smelly food and then give 50 rs refund. what logic is that?
if you list bad restaurants take responsibility for it!

order ID #32031516252",1,False,dr_ashokshyam,1091051215956467715,861440200832040961,['SwiggyCares']
2019-01-31 19:08:34,0,732,187,@DevRisha @Chaudharysaab02 @swiggy_in Mst welcome u deserve it yr ✌❤😘,0,False,Shalini01427229,1091050625209643008,936919216128532480,"['Chaudharysaab02', 'swiggy_in']"
2019-01-31 19:07:42,0,325,315,@SwiggyCares Oh yes no problem how can I share with you ? I don't wanna share it in public . Can I DM u,0,False,hariulava,1091050406057312257,375022169,['SwiggyCares']
2019-01-31 19:02:17,0,1,24,"@INCIndia Youth is no more asking for jobs as they are working to build their own startups!!! You gave Ambani, Adani, Bajaj etc. @BJP4India is giving India @oyorooms @Paytm @Olacabs @swiggy_in @FinoPaymntsBank",0,False,Bharatiyapehle,1091049044368068608,1078508518284632065,['INCIndia']
2019-01-31 19:00:26,1,732,187,@DevRisha @Chaudharysaab02 @swiggy_in Congratulations guys ❤❤❤,0,False,Shalini01427229,1091048577789554689,936919216128532480,"['Chaudharysaab02', 'swiggy_in']"
2019-01-31 18:52:06,0,2,139,"Swiggy cheated me by taking full amount and delivered half food
which is bad quality @swiggy_in @SwiggyCares @WeAreSwiggy",0,False,tanveerrana111,1091046480939409409,720534244628504576,"['swiggy_in', 'SwiggyCares', 'WeAreSwiggy']"
2019-01-31 18:51:41,1,496,402,@SwiggyCares @itispalkova It is not shabab it's sharab.😵😵,0,False,DarshitM86,1091046377281400833,120389170,"['SwiggyCares', 'itispalkova']"
2019-01-31 18:50:25,0,5,11,@consaff @SwiggyCares I want my refund. Please help @consaff . These people are making fool of consumers and making money themselves. I want refund. #swiggyfails. #swiggycheats @SwiggyCares,0,False,anu_gupta04,1091046055842439168,810375143591555073,"['consaff', 'SwiggyCares', 'consaff']"
2019-01-31 18:48:26,4,3397,616,"Thank u @SwiggyCares and Jeffery. You are awesome.
#VaazhgaSwiggy
#VaazhgaTasmac https://t.co/97Hel5hoDD",0,False,itispalkova,1091045557986967552,981044396782047232,['SwiggyCares']
2019-01-31 18:47:34,2,3397,616,@SwiggyCares Thanks jeff👍,0,False,itispalkova,1091045341875429376,981044396782047232,['SwiggyCares']
2019-01-31 18:47:26,0,3397,616,"RT @SwiggyCares: @itispalkova Woohoo! That's some lovely Shabab and Kebab🍻🍗Cheers to many more!

^Jeffrey",0,False,itispalkova,1091045306068697088,981044396782047232,"['SwiggyCares', 'itispalkova']"
